Freq.	V(n002)
1.10917481526242e+03	(-4.18792363795749e-03dB,-1.77907785537070e+00°)
1.12201845430198e+03	(-4.28542479793231e-03dB,-1.79966513644253e+00°)
1.13501081567233e+03	(-4.38519478570347e-03dB,-1.82049033402369e+00°)
1.14815362149690e+03	(-4.48728634237944e-03dB,-1.84155618645881e+00°)
1.16144861384036e+03	(-4.59175343254101e-03dB,-1.86286546321909e+00°)
1.17489755493955e+03	(-4.69865127251192e-03dB,-1.88442096524232e+00°)
1.18850222743704e+03	(-4.80803635926729e-03dB,-1.90622552527620e+00°)
1.20226443461743e+03	(-4.91996650000337e-03dB,-1.92828200822483e+00°)
1.21618600064639e+03	(-5.03450084238760e-03dB,-1.95059331149849e+00°)
1.23026877081240e+03	(-5.15169990549424e-03dB,-1.97316236536667e+00°)
1.24451461177140e+03	(-5.27162561145619e-03dB,-1.99599213331441e+00°)
1.25892541179419e+03	(-5.39434131783727e-03dB,-2.01908561240183e+00°)
1.27350308101668e+03	(-5.51991185072971e-03dB,-2.04244583362705e+00°)
1.28824955169315e+03	(-5.64840353864286e-03dB,-2.06607586229234e+00°)
1.30316677845232e+03	(-5.77988424711455e-03dB,-2.08997879837365e+00°)
1.31825673855643e+03	(-5.91442341416535e-03dB,-2.11415777689335e+00°)
1.33352143216334e+03	(-6.05209208651546e-03dB,-2.13861596829636e+00°)
1.34896288259167e+03	(-6.19296295666449e-03dB,-2.16335657882961e+00°)
1.36458313658895e+03	(-6.33711040077694e-03dB,-2.18838285092473e+00°)
1.38038426460291e+03	(-6.48461051747470e-03dB,-2.21369806358419e+00°)
1.39636836105596e+03	(-6.63554116747089e-03dB,-2.23930553277067e+00°)
1.41253754462278e+03	(-6.78998201412887e-03dB,-2.26520861179978e+00°)
1.42889395851112e+03	(-6.94801456493992e-03dB,-2.29141069173612e+00°)
1.44543977074595e+03	(-7.10972221393390e-03dB,-2.31791520179261e+00°)
1.46217717445674e+03	(-7.27519028506081e-03dB,-2.34472560973321e+00°)
1.47910838816823e+03	(-7.44450607655693e-03dB,-2.37184542227884e+00°)
1.49623565609446e+03	(-7.61775890630819e-03dB,-2.39927818551669e+00°)
1.51356124843623e+03	(-7.79504015824695e-03dB,-2.42702748531276e+00°)
1.53108746168205e+03	(-7.97644332981037e-03dB,-2.45509694772768e+00°)
1.54881661891251e+03	(-8.16206408043769e-03dB,-2.48349023943578e+00°)
1.56675107010817e+03	(-8.35200028121787e-03dB,-2.51221106814747e+00°)
1.58489319246114e+03	(-8.54635206559835e-03dB,-2.54126318303473e+00°)
1.60324539069007e+03	(-8.74522188129258e-03dB,-2.57065037515990e+00°)
1.62181009735896e+03	(-8.94871454331753e-03dB,-2.60037647790762e+00°)
1.64058977319957e+03	(-9.15693728825268e-03dB,-2.63044536741992e+00°)
1.65958690743759e+03	(-9.36999982971159e-03dB,-2.66086096303441e+00°)
1.67880401812259e+03	(-9.58801441506278e-03dB,-2.69162722772569e+00°)
1.69824365246177e+03	(-9.81109588341821e-03dB,-2.72274816854965e+00°)
1.71790838715762e+03	(-1.00393617249408e-02dB,-2.75422783709100e+00°)
1.73780082874940e+03	(-1.02729321414785e-02dB,-2.78607032991360e+00°)
1.75792361395872e+03	(-1.05119301085386e-02dB,-2.81827978901394e+00°)
1.77827941003895e+03	(-1.07564814386859e-02dB,-2.85086040227739e+00°)
1.79887091512882e+03	(-1.10067148463221e-02dB,-2.88381640393737e+00°)
1.81970085861001e+03	(-1.12627620139553e-02dB,-2.91715207503735e+00°)
1.84077200146899e+03	(-1.15247576599051e-02dB,-2.95087174389563e+00°)
1.86208713666290e+03	(-1.17928396075589e-02dB,-2.98497978657274e+00°)
1.88364908948983e+03	(-1.20671488561441e-02dB,-3.01948062734161e+00°)
1.90546071796328e+03	(-1.23478296531000e-02dB,-3.05437873916026e+00°)
1.92752491319097e+03	(-1.26350295680385e-02dB,-3.08967864414697e+00°)
1.94984459975808e+03	(-1.29288995683587e-02dB,-3.12538491405799e+00°)
1.97242273611489e+03	(-1.32295940965477e-02dB,-3.16150217076757e+00°)
1.99526231496891e+03	(-1.35372711491829e-02dB,-3.19803508675025e+00°)
2.01836636368160e+03	(-1.38520923576861e-02dB,-3.23498838556540e+00°)
2.04173794466956e+03	(-1.41742230708748e-02dB,-3.27236684234389e+00°)
2.06538015581057e+03	(-1.45038324393235e-02dB,-3.31017528427672e+00°)
2.08929613085408e+03	(-1.48410935015944e-02dB,-3.34841859110562e+00°)
2.11348903983668e+03	(-1.51861832723664e-02dB,-3.38710169561545e+00°)
2.13796208950227e+03	(-1.55392828325055e-02dB,-3.42622958412832e+00°)
2.16271852372706e+03	(-1.59005774211088e-02dB,-3.46580729699928e+00°)
2.18776162394959e+03	(-1.62702565295801e-02dB,-3.50583992911351e+00°)
2.21309470960568e+03	(-1.66485139977439e-02dB,-3.54633263038482e+00°)
2.23872113856838e+03	(-1.70355481120997e-02dB,-3.58729060625541e+00°)
2.26464430759310e+03	(-1.74315617061783e-02dB,-3.62871911819661e+00°)
2.29086765276781e+03	(-1.78367622631260e-02dB,-3.67062348421067e+00°)
2.31739464996852e+03	(-1.82513620204955e-02dB,-3.71300907933319e+00°)
2.34422881531996e+03	(-1.86755780773322e-02dB,-3.75588133613625e+00°)
2.37137370566170e+03	(-1.91096325035762e-02dB,-3.79924574523196e+00°)
2.39883291901953e+03	(-1.95537524518347e-02dB,-3.84310785577621e+00°)
2.42661009508246e+03	(-2.00081702715696e-02dB,-3.88747327597264e+00°)
2.45470891568508e+03	(-2.04731236257652e-02dB,-3.93234767357632e+00°)
2.48313310529562e+03	(-2.09488556100830e-02dB,-3.97773677639730e+00°)
2.51188643150963e+03	(-2.14356148746080e-02dB,-4.02364637280349e+00°)
2.54097270554935e+03	(-2.19336557481827e-02dB,-4.07008231222290e+00°)
2.57039578276891e+03	(-2.24432383654188e-02dB,-4.11705050564488e+00°)
2.60015956316532e+03	(-2.29646287964156e-02dB,-4.16455692612015e+00°)
2.63026799189543e+03	(-2.34980991792577e-02dB,-4.21260760925936e+00°)
2.66072505979886e+03	(-2.40439278553091e-02dB,-4.26120865373005e+00°)
2.69153480392697e+03	(-2.46023995074058e-02dB,-4.31036622175149e+00°)
2.72270130807796e+03	(-2.51738053009506e-02dB,-4.36008653958734e+00°)
2.75422870333822e+03	(-2.57584430280108e-02dB,-4.41037589803580e+00°)
2.78612116862982e+03	(-2.63566172544404e-02dB,-4.46124065291685e+00°)
2.81838293126451e+03	(-2.69686394700917e-02dB,-4.51268722555635e+00°)
2.85101826750396e+03	(-2.75948282421948e-02dB,-4.56472210326667e+00°)
2.88403150312666e+03	(-2.82355093719192e-02dB,-4.61735183982350e+00°)
2.91742701400122e+03	(-2.88910160542320e-02dB,-4.67058305593843e+00°)
2.95120922666644e+03	(-2.95616890410440e-02dB,-4.72442243972708e+00°)
2.98538261891802e+03	(-3.02478768077673e-02dB,-4.77887674717218e+00°)
3.01995172040208e+03	(-3.09499357233079e-02dB,-4.83395280258146e+00°)
3.05492111321557e+03	(-3.16682302235527e-02dB,-4.88965749903974e+00°)
3.09029543251365e+03	(-3.24031329884318e-02dB,-4.94599779885485e+00°)
3.12607936712402e+03	(-3.31550251226087e-02dB,-5.00298073399703e+00°)
3.16227766016844e+03	(-3.39242963398431e-02dB,-5.06061340653119e+00°)
3.19889510969146e+03	(-3.47113451511133e-02dB,-5.11890298904172e+00°)
3.23593656929635e+03	(-3.55165790565587e-02dB,-5.17785672504924e+00°)
3.27340694878845e+03	(-3.63404147412826e-02dB,-5.23748192941881e+00°)
3.31131121482598e+03	(-3.71832782750955e-02dB,-5.29778598875914e+00°)
3.34965439157834e+03	(-3.80456053162779e-02dB,-5.35877636181216e+00°)
3.38844156139209e+03	(-3.89278413194002e-02dB,-5.42046057983239e+00°)
3.42767786546457e+03	(-3.98304417472441e-02dB,-5.48284624695565e+00°)
3.46736850452539e+03	(-4.07538722869850e-02dB,-5.54594104055632e+00°)
3.50751873952575e+03	(-4.16986090705651e-02dB,-5.60975271159266e+00°)
3.54813389233583e+03	(-4.26651388994281e-02dB,-5.67428908493946e+00°)
3.58921934645013e+03	(-4.36539594736390e-02dB,-5.73955805970743e+00°)
3.63078054770109e+03	(-4.46655796254376e-02dB,-5.80556760954852e+00°)
3.67282300498092e+03	(-4.57005195573387e-02dB,-5.87232578294658e+00°)
3.71535229097180e+03	(-4.67593110847774e-02dB,-5.93984070349252e+00°)
3.75837404288452e+03	(-4.78424978834349e-02dB,-6.00812057014324e+00°)
3.80189396320569e+03	(-4.89506357412312e-02dB,-6.07717365746355e+00°)
3.84591782045362e+03	(-5.00842928151324e-02dB,-6.14700831585025e+00°)
3.89045144994289e+03	(-5.12440498927495e-02dB,-6.21763297173751e+00°)
3.93550075455786e+03	(-5.24305006588595e-02dB,-6.28905612778269e+00°)
3.98107170553506e+03	(-5.36442519668671e-02dB,-6.36128636303169e+00°)
4.02717034325468e+03	(-5.48859241152849e-02dB,-6.43433233306296e+00°)
4.07380277804121e+03	(-5.61561511292860e-02dB,-6.50820277010911e+00°)
4.12097519097339e+03	(-5.74555810473973e-02dB,-6.58290648315520e+00°)
4.16869383470344e+03	(-5.87848762133581e-02dB,-6.65845235801266e+00°)
4.21696503428591e+03	(-6.01447135732454e-02dB,-6.73484935736787e+00°)
4.26579518801602e+03	(-6.15357849778934e-02dB,-6.81210652080413e+00°)
4.31519076827775e+03	(-6.29587974906485e-02dB,-6.89023296479616e+00°)
4.36515832240175e+03	(-6.44144737005391e-02dB,-6.96923788267574e+00°)
4.41570447353322e+03	(-6.59035520408837e-02dB,-7.04913054456747e+00°)
4.46683592150973e+03	(-6.74267871134135e-02dB,-7.12992029729336e+00°)
4.51855944374932e+03	(-6.89849500178986e-02dB,-7.21161656424501e+00°)
4.57088189614885e+03	(-7.05788286874007e-02dB,-7.29422884522209e+00°)
4.62381021399271e+03	(-7.22092282291064e-02dB,-7.37776671623577e+00°)
4.67735141287209e+03	(-7.38769712708487e-02dB,-7.46223982927585e+00°)
4.73151258961491e+03	(-7.55828983132821e-02dB,-7.54765791203996e+00°)
4.78630092322649e+03	(-7.73278680878369e-02dB,-7.63403076762365e+00°)
4.84172367584110e+03	(-7.91127579203439e-02dB,-7.72136827416968e+00°)
4.89778819368457e+03	(-8.09384641005013e-02dB,-7.80968038447514e+00°)
4.95450190804801e+03	(-8.28059022570773e-02dB,-7.89897712555470e+00°)
5.01187233627284e+03	(-8.47160077389522e-02dB,-7.98926859815853e+00°)
5.06990708274716e+03	(-8.66697360019447e-02dB,-8.08056497624315e+00°)
5.12861383991376e+03	(-8.86680630014858e-02dB,-8.17287650639350e+00°)
5.18800038928973e+03	(-9.07119855910833e-02dB,-8.26621350719465e+00°)
5.24807460249785e+03	(-9.28025219266393e-02dB,-8.36058636855116e+00°)
5.30884444231001e+03	(-9.49407118765256e-02dB,-8.45600555095250e+00°)
5.37031796370265e+03	(-9.71276174374855e-02dB,-8.55248158468246e+00°)
5.43250331492446e+03	(-9.93643231562862e-02dB,-8.65002506897084e+00°)
5.49540873857637e+03	(-1.01651936557105e-01dB,-8.74864667108530e+00°)
5.55904257270416e+03	(-1.03991588574617e-01dB,-8.84835712536146e+00°)
5.62341325190362e+03	(-1.06384433992747e-01dB,-8.94916723216930e+00°)
5.68852930843855e+03	(-1.08831651889010e-01dB,-9.05108785681352e+00°)
5.75439937337170e+03	(-1.11334446084430e-01dB,-9.15412992836605e+00°)
5.82103217770885e+03	(-1.13894045598875e-01dB,-9.25830443842826e+00°)
5.88843655355603e+03	(-1.16511705111865e-01dB,-9.36362243982084e+00°)
5.95662143529025e+03	(-1.19188705428647e-01dB,-9.47009504519900e+00°)
6.02559586074372e+03	(-1.21926353951493e-01dB,-9.57773342559070e+00°)
6.09536897240184e+03	(-1.24725985156128e-01dB,-9.68654880885551e+00°)
6.16595001861497e+03	(-1.27588961073134e-01dB,-9.79655247806186e+00°)
6.23734835482434e+03	(-1.30516671774219e-01dB,-9.90775576978006e+00°)
6.30957344480208e+03	(-1.33510535863235e-01dB,-1.00201700722887e+01°)
6.38263486190564e+03	(-1.36572000971730e-01dB,-1.01338068236918e+01°)
6.45654229034671e+03	(-1.39702544258942e-01dB,-1.02486775099446e+01°)
6.53130552647488e+03	(-1.42903672915997e-01dB,-1.03647936627844e+01°)
6.60693448007612e+03	(-1.46176924674161e-01dB,-1.04821668575653e+01°)
6.68343917568631e+03	(-1.49523868316903e-01dB,-1.06008087109925e+01°)
6.76082975391998e+03	(-1.52946104195579e-01dB,-1.07207308787545e+01°)
6.83911647281446e+03	(-1.56445264748476e-01dB,-1.08419450530506e+01°)
6.91830970918953e+03	(-1.60023015022971e-01dB,-1.09644629600103e+01°)
6.99841996002291e+03	(-1.63681053200538e-01dB,-1.10882963570015e+01°)
7.07945784384155e+03	(-1.67421111124313e-01dB,-1.12134570298264e+01°)
7.16143410212920e+03	(-1.71244954828889e-01dB,-1.13399567897997e+01°)
7.24435960075008e+03	(-1.75154385072066e-01dB,-1.14678074707087e+01°)
7.32824533138922e+03	(-1.79151237868154e-01dB,-1.15970209256506e+01°)
7.41310241300936e+03	(-1.83237385022502e-01dB,-1.17276090237448e+01°)
7.49894209332474e+03	(-1.87414734666864e-01dB,-1.18595836467180e+01°)
7.58577575029203e+03	(-1.91685231795169e-01dB,-1.19929566853570e+01°)
7.67361489361838e+03	(-1.96050858799305e-01dB,-1.21277400358292e+01°)
7.76247116628711e+03	(-2.00513636004436e-01dB,-1.22639455958654e+01°)
7.85235634610092e+03	(-2.05075622203402e-01dB,-1.24015852608030e+01°)
7.94328234724302e+03	(-2.09738915189663e-01dB,-1.25406709194868e+01°)
8.03526122185638e+03	(-2.14505652288319e-01dB,-1.26812144500244e+01°)
8.12830516164120e+03	(-2.19378010884618e-01dB,-1.28232277153925e+01°)
8.22242649947092e+03	(-2.24358208949380e-01dB,-1.29667225588930e+01°)
8.31763771102692e+03	(-2.29448505560764e-01dB,-1.31117107994538e+01°)
8.41395141645217e+03	(-2.34651201421710e-01dB,-1.32582042267735e+01°)
8.51138038202398e+03	(-2.39968639372432e-01dB,-1.34062145963063e+01°)
8.60993752184623e+03	(-2.45403204897262e-01dB,-1.35557536240841e+01°)
8.70963589956103e+03	(-2.50957326625138e-01dB,-1.37068329813743e+01°)
8.81048873008037e+03	(-2.56633476822981e-01dB,-1.38594642891693e+01°)
8.91250938133769e+03	(-2.62434171881207e-01dB,-1.40136591125066e+01°)
9.01571137605980e+03	(-2.68361972790542e-01dB,-1.41694289546159e+01°)
9.12010839355933e+03	(-2.74419485609352e-01dB,-1.43267852508916e+01°)
9.22571427154787e+03	(-2.80609361920549e-01dB,-1.44857393626885e+01°)
9.33254300797015e+03	(-2.86934299277262e-01dB,-1.46463025709381e+01°)
9.44060876285948e+03	(-2.93397041636255e-01dB,-1.48084860695838e+01°)
9.54992586021461e+03	(-3.00000379778203e-01dB,-1.49723009588337e+01°)
9.66050878989839e+03	(-3.06747151713785e-01dB,-1.51377582382280e+01°)
9.77237220955837e+03	(-3.13640243074575e-01dB,-1.53048687995208e+01°)
9.88553094656965e+03	(-3.20682587487669e-01dB,-1.54736434193745e+01°)
1.00000000000003e+04	(-3.27877166932980e-01dB,-1.56440927518648e+01°)
1.01157945425993e+04	(-3.35227012082019e-01dB,-1.58162273207969e+01°)
1.02329299228078e+04	(-3.42735202617050e-01dB,-1.59900575118307e+01°)
1.03514216667937e+04	(-3.50404867529400e-01dB,-1.61655935644150e+01°)
1.04712854805093e+04	(-3.58239185395698e-01dB,-1.63428455635307e+01°)
1.05925372517732e+04	(-3.66241384630815e-01dB,-1.65218234312420e+01°)
1.07151930523764e+04	(-3.74414743716164e-01dB,-1.67025369180574e+01°)
1.08392691402123e+04	(-3.82762591402085e-01dB,-1.68849955940989e+01°)
1.09647819614321e+04	(-3.91288306882933e-01dB,-1.70692088400820e+01°)
1.10917481526243e+04	(-3.99995319943522e-01dB,-1.72551858381067e+01°)
1.12201845430199e+04	(-4.08887111075478e-01dB,-1.74429355622606e+01°)
1.13501081567235e+04	(-4.17967211562090e-01dB,-1.76324667690372e+01°)
1.14815362149691e+04	(-4.27239203530192e-01dB,-1.78237879875702e+01°)
1.16144861384037e+04	(-4.36706719967591e-01dB,-1.80169075096866e+01°)
1.17489755493956e+04	(-4.46373444704524e-01dB,-1.82118333797821e+01°)
1.18850222743705e+04	(-4.56243112357615e-01dB,-1.84085733845217e+01°)
1.20226443461745e+04	(-4.66319508234799e-01dB,-1.86071350423687e+01°)
1.21618600064640e+04	(-4.76606468199600e-01dB,-1.88075255929478e+01°)
1.23026877081242e+04	(-4.87107878493249e-01dB,-1.90097519862452e+01°)
1.24451461177142e+04	(-4.97827675512976e-01dB,-1.92138208716520e+01°)
1.25892541179420e+04	(-5.08769845544903e-01dB,-1.94197385868561e+01°)
1.27350308101670e+04	(-5.19938424449948e-01dB,-1.96275111465890e+01°)
1.28824955169317e+04	(-5.31337497301054e-01dB,-1.98371442312340e+01°)
1.30316677845234e+04	(-5.42971197970206e-01dB,-2.00486431753023e+01°)
1.31825673855644e+04	(-5.54843708663540e-01dB,-2.02620129557870e+01°)
1.33352143216336e+04	(-5.66959259403004e-01dB,-2.04772581804003e+01°)
1.34896288259169e+04	(-5.79322127452915e-01dB,-2.06943830757053e+01°)
1.36458313658896e+04	(-5.91936636689844e-01dB,-2.09133914751509e+01°)
1.38038426460292e+04	(-6.04807156914272e-01dB,-2.11342868070195e+01°)
1.39636836105598e+04	(-6.17938103102437e-01dB,-2.13570720822999e+01°)
1.41253754462279e+04	(-6.31333934596891e-01dB,-2.15817498824945e+01°)
1.42889395851114e+04	(-6.44999154234232e-01dB,-2.18083223473752e+01°)
1.44543977074597e+04	(-6.58938307408602e-01dB,-2.20367911626985e+01°)
1.46217717445676e+04	(-6.73155981069514e-01dB,-2.22671575478950e+01°)
1.47910838816825e+04	(-6.87656802652643e-01dB,-2.24994222437462e+01°)
1.49623565609448e+04	(-7.02445438942296e-01dB,-2.27335855000631e+01°)
1.51356124843625e+04	(-7.17526594864286e-01dB,-2.29696470633830e+01°)
1.53108746168207e+04	(-7.32905012208022e-01dB,-2.32076061646993e+01°)
1.54881661891253e+04	(-7.48585468276739e-01dB,-2.34474615072416e+01°)
1.56675107010819e+04	(-7.64572774464770e-01dB,-2.36892112543232e+01°)
1.58489319246116e+04	(-7.80871774760967e-01dB,-2.39328530172734e+01°)
1.60324539069009e+04	(-7.97487344177358e-01dB,-2.41783838434744e+01°)
1.62181009735898e+04	(-8.14424387102305e-01dB,-2.44258002045206e+01°)
1.64058977319959e+04	(-8.31687835577494e-01dB,-2.46750979845206e+01°)
1.65958690743761e+04	(-8.49282647498187e-01dB,-2.49262724685624e+01°)
1.67880401812261e+04	(-8.67213804736324e-01dB,-2.51793183313625e+01°)
1.69824365246179e+04	(-8.85486311186144e-01dB,-2.54342296261203e+01°)
1.71790838715764e+04	(-9.04105190732158e-01dB,-2.56909997735999e+01°)
1.73780082874943e+04	(-9.23075485139402e-01dB,-2.59496215514617e+01°)
1.75792361395875e+04	(-9.42402251866117e-01dB,-2.62100870838661e+01°)
1.77827941003898e+04	(-9.62090561799043e-01dB,-2.64723878313741e+01°)
1.79887091512884e+04	(-9.82145496911787e-01dB,-2.67365145811662e+01°)
1.81970085861004e+04	(-1.00257214784679e+00dB,-2.70024574376057e+01°)
1.84077200146901e+04	(-1.02337561142165e+00dB,-2.72702058131697e+01°)
1.86208713666292e+04	(-1.04456098806073e+00dB,-2.75397484197719e+01°)
1.88364908948986e+04	(-1.06613337915305e+00dB,-2.78110732605029e+01°)
1.90546071796331e+04	(-1.08809788433789e+00dB,-2.80841676218118e+01°)
1.92752491319099e+04	(-1.11045959871942e+00dB,-2.83590180661551e+01°)
1.94984459975810e+04	(-1.13322361001204e+00dB,-2.86356104251360e+01°)
1.97242273611491e+04	(-1.15639499561840e+00dB,-2.89139297931610e+01°)
1.99526231496894e+04	(-1.17997881964198e+00dB,-2.91939605216370e+01°)
2.01836636368162e+04	(-1.20398012983661e+00dB,-2.94756862137341e+01°)
2.04173794466959e+04	(-1.22840395449532e+00dB,-2.97590897197371e+01°)
2.06538015581059e+04	(-1.25325529928121e+00dB,-3.00441531330122e+01°)
2.08929613085410e+04	(-1.27853914400327e+00dB,-3.03308577866086e+01°)
2.11348903983671e+04	(-1.30426043934013e+00dB,-3.06191842505213e+01°)
2.13796208950230e+04	(-1.33042410351508e+00dB,-3.09091123296357e+01°)
2.16271852372709e+04	(-1.35703501892587e+00dB,-3.12006210623751e+01°)
2.18776162394962e+04	(-1.38409802873301e+00dB,-3.14936887200740e+01°)
2.21309470960571e+04	(-1.41161793341038e+00dB,-3.17882928070955e+01°)
2.23872113856841e+04	(-1.43959948726234e+00dB,-3.20844100617122e+01°)
2.26464430759313e+04	(-1.46804739491162e+00dB,-3.23820164577695e+01°)
2.29086765276784e+04	(-1.49696630776245e+00dB,-3.26810872071480e+01°)
2.31739464996855e+04	(-1.52636082044357e+00dB,-3.29815967630392e+01°)
2.34422881532000e+04	(-1.55623546723606e+00dB,-3.32835188240528e+01°)
2.37137370566173e+04	(-1.58659471849084e+00dB,-3.35868263391642e+01°)
2.39883291901957e+04	(-1.61744297704115e+00dB,-3.38914915135179e+01°)
2.42661009508249e+04	(-1.64878457461531e+00dB,-3.41974858150947e+01°)
2.45470891568511e+04	(-1.68062376825504e+00dB,-3.45047799822525e+01°)
2.48313310529565e+04	(-1.71296473674513e+00dB,-3.48133440321474e+01°)
2.51188643150966e+04	(-1.74581157706013e+00dB,-3.51231472700406e+01°)
2.54097270554939e+04	(-1.77916830083359e+00dB,-3.54341582994943e+01°)
2.57039578276895e+04	(-1.81303883085616e+00dB,-3.57463450334593e+01°)
2.60015956316536e+04	(-1.84742699760806e+00dB,-3.60596747062524e+01°)
2.63026799189547e+04	(-1.88233653583232e+00dB,-3.63741138864238e+01°)
2.66072505979890e+04	(-1.91777108115450e+00dB,-3.66896284905082e+01°)
2.69153480392700e+04	(-1.95373416675520e+00dB,-3.70061837976552e+01°)
2.72270130807800e+04	(-1.99022922010136e+00dB,-3.73237444651295e+01°)
2.75422870333826e+04	(-2.02725955974241e+00dB,-3.76422745446723e+01°)
2.78612116862986e+04	(-2.06482839217726e+00dB,-3.79617374997098e+01°)
2.81838293126455e+04	(-2.10293880879829e+00dB,-3.82820962233954e+01°)
2.85101826750400e+04	(-2.14159378291809e+00dB,-3.86033130574697e+01°)
2.88403150312670e+04	(-2.18079616688489e+00dB,-3.89253498119181e+01°)
2.91742701400126e+04	(-2.22054868929237e+00dB,-3.92481677854073e+01°)
2.95120922666648e+04	(-2.26085395228959e+00dB,-3.95717277864760e+01°)
2.98538261891806e+04	(-2.30171442899631e+00dB,-3.98959901554574e+01°)
3.01995172040212e+04	(-2.34313246102921e+00dB,-4.02209147871042e+01°)
3.05492111321561e+04	(-2.38511025614410e+00dB,-4.05464611538904e+01°)
3.09029543251369e+04	(-2.42764988599898e+00dB,-4.08725883299571e+01°)
3.12607936712406e+04	(-2.47075328404281e+00dB,-4.11992550156712e+01°)
3.16227766016848e+04	(-2.51442224353442e+00dB,-4.15264195627629e+01°)
3.19889510969150e+04	(-2.55865841569582e+00dB,-4.18540400000067e+01°)
3.23593656929639e+04	(-2.60346330800397e+00dB,-4.21820740594076e+01°)
3.27340694878849e+04	(-2.64883828262465e+00dB,-4.25104792028552e+01°)
3.31131121482602e+04	(-2.69478455499189e+00dB,-4.28392126492054e+01°)
3.34965439157839e+04	(-2.74130319253610e+00dB,-4.31682314017477e+01°)
3.38844156139214e+04	(-2.78839511356378e+00dB,-4.34974922760169e+01°)
3.42767786546462e+04	(-2.83606108629109e+00dB,-4.38269519279046e+01°)
3.46736850452543e+04	(-2.88430172803371e+00dB,-4.41565668820277e+01°)
3.50751873952580e+04	(-2.93311750455461e+00dB,-4.44862935603073e+01°)
3.54813389233588e+04	(-2.98250872957120e+00dB,-4.48160883107136e+01°)
3.58921934645017e+04	(-3.03247556442310e+00dB,-4.51459074361301e+01°)
3.63078054770114e+04	(-3.08301801790115e+00dB,-4.54757072232899e+01°)
3.67282300498097e+04	(-3.13413594623810e+00dB,-4.58054439717396e+01°)
3.71535229097185e+04	(-3.18582905326094e+00dB,-4.61350740227808e+01°)
3.75837404288457e+04	(-3.23809689070467e+00dB,-4.64645537883456e+01°)
3.80189396320574e+04	(-3.29093885868661e+00dB,-4.67938397797567e+01°)
3.84591782045367e+04	(-3.34435420634033e+00dB,-4.71228886363289e+01°)
3.89045144994294e+04	(-3.39834203260778e+00dB,-4.74516571537631e+01°)
3.93550075455791e+04	(-3.45290128718769e+00dB,-4.77801023122902e+01°)
3.98107170553511e+04	(-3.50803077163833e+00dB,-4.81081813045196e+01°)
4.02717034325473e+04	(-3.56372914063201e+00dB,-4.84358515629482e+01°)
4.07380277804127e+04	(-3.61999490335873e+00dB,-4.87630707870889e+01°)
4.12097519097345e+04	(-3.67682642507560e+00dB,-4.90897969701756e+01°)
4.16869383470350e+04	(-3.73422192879900e+00dB,-4.94159884254057e+01°)
4.21696503428597e+04	(-3.79217949713543e+00dB,-4.97416038116811e+01°)
4.26579518801608e+04	(-3.85069707424736e+00dB,-5.00666021588102e+01°)
4.31519076827780e+04	(-3.90977246794968e+00dB,-5.03909428921348e+01°)
4.36515832240181e+04	(-3.96940335193239e+00dB,-5.07145858565490e+01°)
4.41570447353328e+04	(-4.02958726810473e+00dB,-5.10374913398756e+01°)
4.46683592150979e+04	(-4.09032162905585e+00dB,-5.13596200955715e+01°)
4.51855944374938e+04	(-4.15160372062692e+00dB,-5.16809333647323e+01°)
4.57088189614891e+04	(-4.21343070458945e+00dB,-5.20013928973684e+01°)
4.62381021399277e+04	(-4.27579962142410e+00dB,-5.23209609729299e+01°)
4.67735141287215e+04	(-4.33870739319476e+00dB,-5.26396004200550e+01°)
4.73151258961497e+04	(-4.40215082651185e+00dB,-5.29572746355226e+01°)
4.78630092322655e+04	(-4.46612661557907e+00dB,-5.32739476023897e+01°)
4.84172367584117e+04	(-4.53063134531790e+00dB,-5.35895839072973e+01°)
4.89778819368464e+04	(-4.59566149456355e+00dB,-5.39041487569293e+01°)
4.95450190804808e+04	(-4.66121343932650e+00dB,-5.42176079936130e+01°)
5.01187233627290e+04	(-4.72728345611356e+00dB,-5.45299281100497e+01°)
5.06990708274723e+04	(-4.79386772530232e+00dB,-5.48410762631683e+01°)
5.12861383991383e+04	(-4.86096233456293e+00dB,-5.51510202870938e+01°)
5.18800038928980e+04	(-4.92856328232116e+00dB,-5.54597287052279e+01°)
5.24807460249792e+04	(-4.99666648125675e+00dB,-5.57671707414393e+01°)
5.30884444231008e+04	(-5.06526776183104e+00dB,-5.60733163303622e+01°)
5.37031796370272e+04	(-5.13436287583801e+00dB,-5.63781361268050e+01°)
5.43250331492453e+04	(-5.20394749997300e+00dB,-5.66816015142741e+01°)
5.49540873857645e+04	(-5.27401723941330e+00dB,-5.69836846126151e+01°)
5.55904257270424e+04	(-5.34456763140504e+00dB,-5.72843582847805e+01°)
5.62341325190370e+04	(-5.41559414885099e+00dB,-5.75835961427321e+01°)
5.68852930843862e+04	(-5.48709220389385e+00dB,-5.78813725524870e+01°)
5.75439937337178e+04	(-5.55905715148993e+00dB,-5.81776626383199e+01°)
5.82103217770893e+04	(-5.63148429296806e+00dB,-5.84724422861353e+01°)
5.88843655355611e+04	(-5.70436887956912e+00dB,-5.87656881460221e+01°)
5.95662143529032e+04	(-5.77770611596114e+00dB,-5.90573776340080e+01°)
6.02559586074380e+04	(-5.85149116372584e+00dB,-5.93474889330299e+01°)
6.09536897240192e+04	(-5.92571914481207e+00dB,-5.96360009931387e+01°)
